lap,t_s,lat,lon,alt_m,speed_ms,g_lat,g_long,throttle,brake,tire_temp_C,ers_battery_MJ
1,0.65,34.840848,136.5388526,29.0,70.652,-0.3639,-2.3534,0,0.062,85.24,3.96
1,0.66,34.8408485,136.5388541,29.0,70.633,-0.3639,-2.3534,0,0.062,85.24,3.96
1,0.67,34.8408585,136.5388391,29.0,70.243,0.1214,0.6073,1,0.0,85.11,3.956
1,0.68,34.8408586,136.5388433,29.0,70.293,0.1214,0.6073,1,0.0,85.11,3.956
1,0.6900000000000001,34.8408543,136.5388413,29.0,70.318,0.1214,0.6073,1,0.0,85.11,3.956
1,0.7000000000000001,34.8408691,136.5388283,29.0,70.374,-0.7413,6.917,1,0.0,85.03,3.952
1,0.71,34.8408677,136.5388327,29.0,70.353,-0.7413,6.917,1,0.0,85.03,3.952
1,0.72,34.8408652,136.5388295,29.0,70.377,-0.7413,6.917,1,0.0,85.03,3.952
1,0.73,34.8408802,136.5388128,29.0,70.945,-1.5831,7.7035,1,0.0,85.01,3.948
1,0.74,34.8408818,136.5388134,29.0,70.963,-1.5831,7.7035,1,0.0,85.01,3.948
1,0.75,34.8408825,136.5388105,29.0,70.958,-1.5831,7.7035,1,0.0,85.01,3.948
1,0.76,34.8409006,136.538796,29.0,71.149,-0.8093,-0.5696,0,0.015,84.93,3.944
1,0.77,34.8409016,136.5387951,29.0,71.178,-0.8093,-0.5696,0,0.015,84.93,3.944
1,0.78,34.8408996,136.5387942,29.0,71.132,-0.8093,-0.5696,0,0.015,84.93,3.944
1,0.79,34.8409128,136.5387782,29.0,70.774,-0.8683,-3.4693,0,0.091,84.86,3.94
1,0.8,34.8409117,136.5387783,29.0,70.71,-0.8683,-3.4693,0,0.091,84.86,3.94
1,0.81,34.8409269,136.538763,29.0,70.327,0.0177,2.3007,1,0.0,84.72,3.936
1,0.8200000000000001,34.840927,136.5387612,29.0,70.279,0.0177,2.3007,1,0.0,84.72,3.936
1,0.8300000000000001,34.8409273,136.5387597,29.0,70.228,0.0177,2.3007,1,0.0,84.72,3.936
1,0.84,34.8409356,136.5387435,29.0,70.995,-1.1091,6.789,1,0.0,84.67,3.932
1,0.85,34.8409355,136.5387436,29.0,71.049,-1.1091,6.789,1,0.0,84.67,3.932
1,0.86,34.8409352,136.5387426,29.0,71.11,-1.1091,6.789,1,0.0,84.67,3.932
1,0.87,34.8409449,136.5387276,29.0,71.262,-2.0075,4.563,1,0.0,84.69,3.928
1,0.88,34.8409445,136.5387228,29.0,71.296,-2.0075,4.563,1,0.0,84.69,3.928
1,0.89,34.8409456,136.5387214,29.0,71.307,-2.0075,4.563,1,0.0,84.69,3.928
1,0.9,34.840958,136.5387056,29.0,71.273,-1.1196,-2.3998,0,0.063,84.64,3.924
1,0.91,34.8409549,136.538704,29.0,71.199,-1.1196,-2.3998,0,0.063,84.64,3.924
1,0.92,34.8409546,136.5387094,29.0,71.126,-1.1196,-2.3998,0,0.063,84.64,3.924
1,0.93,34.840966,136.5386936,29.0,71.122,-1.0809,-0.8057,0,0.021,84.59,3.92
1,0.9400000000000001,34.8409669,136.5386944,29.0,71.092,-1.0809,-0.8057,0,0.021,84.59,3.92
1,0.9500000000000001,34.8409674,136.5386934,29.0,71.015,-1.0809,-0.8057,0,0.021,84.59,3.92
1,0.96,34.8409787,136.5386774,29.0,70.659,-0.1565,3.4232,1,0.0,84.46,3.916
1,0.97,34.840978,136.5386744,29.0,70.673,-0.1565,3.4232,1,0.0,84.46,3.916
1,0.98,34.8409907,136.5386584,29.0,71.369,-1.0751,9.1622,1,0.0,84.41,3.912
1,0.99,34.8409932,136.5386564,29.0,71.341,-1.0751,9.1622,1,0.0,84.41,3.912
1,1.0,34.8409939,136.5386565,29.0,71.331,-1.0751,9.1622,1,0.0,84.41,3.912
1,1.01,34.8410094,136.5386342,29.0,71.299,-1.6042,12.1619,1,0.0,84.4,3.908
1,1.02,34.8410117,136.5386325,29.0,71.294,-1.6042,12.1619,1,0.0,84.4,3.908
1,1.03,34.8410145,136.5386381,29.0,71.317,-1.6042,12.1619,1,0.0,84.4,3.908
1,1.04,34.8410288,136.5386252,29.0,71.96,-0.9887,12.9387,1,0.0,84.34,3.904
1,1.05,34.8410313,136.5386295,29.0,71.967,-0.9887,12.9387,1,0.0,84.34,3.904
1,1.06,34.8410275,136.5386336,29.0,72.017,-0.9887,12.9387,1,0.0,84.34,3.904
1,1.07,34.8410402,136.5386192,29.0,72.176,-0.8376,14.2899,1,0.0,84.27,3.9
1,1.08,34.841042,136.5386176,29.0,72.221,-0.8376,14.2899,1,0.0,84.27,3.9
1,1.09,34.841044,136.5386146,29.0,72.225,-0.8376,14.2899,1,0.0,84.27,3.9
1,1.1,34.8410528,136.5386015,29.0,72.892,-0.3824,13.4009,1,0.0,84.17,3.896
1,1.11,34.8410533,136.5386015,29.0,72.844,-0.3824,13.4009,1,0.0,84.17,3.896
1,1.12,34.8410647,136.5385921,29.0,73.066,-0.5798,13.4138,1,0.0,84.08,3.892
1,1.1300000000000001,34.8410679,136.5385903,29.0,73.022,-0.5798,13.4138,1,0.0,84.08,3.892
1,1.1400000000000001,34.8410635,136.538595,29.0,73.041,-0.5798,13.4138,1,0.0,84.08,3.892
1,1.1500000000000001,34.8410733,136.5385776,29.0,73.497,-0.305,12.4564,1,0.0,83.97,3.888
1,1.16,34.8410686,136.5385802,29.0,73.49,-0.305,12.4564,1,0.0,83.97,3.888
1,1.17,34.8410688,136.5385836,29.0,73.489,-0.305,12.4564,1,0.0,83.97,3.888
1,1.18,34.8410858,136.538563,29.0,73.859,-0.1994,11.9534,1,0.0,83.85,3.884
1,1.19,34.841085,136.5385606,29.0,73.847,-0.1994,11.9534,1,0.0,83.85,3.884
1,1.2,34.8410847,136.5385568,29.0,73.786,-0.1994,11.9534,1,0.0,83.85,3.884
1,1.21,34.8410979,136.5385372,29.0,74.107,-0.0062,8.5393,1,0.0,83.71,3.88
1,1.22,34.8410971,136.5385388,29.0,74.071,-0.0062,8.5393,1,0.0,83.71,3.88
1,1.23,34.8411095,136.5385218,29.0,74.242,-0.4131,9.2089,1,0.0,83.61,3.876
1,1.24,34.8411098,136.5385217,29.0,74.203,-0.4131,9.2089,1,0.0,83.61,3.876
1,1.25,34.8411073,136.538523,29.0,74.213,-0.4131,9.2089,1,0.0,83.61,3.876
1,1.26,34.8411194,136.5385019,29.0,74.198,0.3909,9.1835,1,0.0,83.51,3.872
1,1.27,34.8411208,136.5385057,29.0,74.229,0.3909,9.1835,1,0.0,83.51,3.872
1,1.28,34.8411225,136.5385045,29.0,74.249,0.3909,9.1835,1,0.0,83.51,3.872
1,1.29,34.8411374,136.5384904,29.0,75.052,1.5024,6.7398,1,0.0,83.49,3.868
1,1.3,34.8411373,136.5384919,29.0,75.047,1.5024,6.7398,1,0.0,83.49,3.868
1,1.31,34.8411497,136.5384793,29.0,74.806,0.9147,2.9328,1,0.0,83.43,3.864
1,1.32,34.8411506,136.5384783,29.0,74.786,0.9147,2.9328,1,0.0,83.43,3.864
1,1.33,34.8411484,136.5384719,29.0,74.808,0.9147,2.9328,1,0.0,83.43,3.864
1,1.34,34.841159,136.5384568,29.0,74.863,1.0146,1.6199,1,0.0,83.37,3.86
1,1.35,34.8411583,136.5384573,29.0,74.883,1.0146,1.6199,1,0.0,83.37,3.86
1,1.36,34.841155,136.5384545,29.0,74.841,1.0146,1.6199,1,0.0,83.37,3.86
1,1.37,34.8411686,136.5384395,29.0,74.948,-0.1739,3.6439,1,0.0,83.25,3.856
1,1.3800000000000001,34.8411708,136.5384387,29.0,74.908,-0.1739,3.6439,1,0.0,83.25,3.856
1,1.3900000000000001,34.8411816,136.5384199,29.0,75.114,1.2729,3.335,1,0.0,83.22,3.852
1,1.4000000000000001,34.8411824,136.5384224,29.0,75.069,1.2729,3.335,1,0.0,83.22,3.852
1,1.41,34.8411807,136.5384212,29.0,75.071,1.2729,3.335,1,0.0,83.22,3.852
1,1.42,34.8411913,136.5384053,29.0,74.948,2.5744,2.7317,1,0.0,83.29,3.848
1,1.43,34.8411961,136.5384046,29.0,75.01,2.5744,2.7317,1,0.0,83.29,3.848
1,1.44,34.8411935,136.5384086,29.0,75.018,2.5744,2.7317,1,0.0,83.29,3.848
1,1.45,34.8412035,136.5383935,29.0,75.176,1.5252,-1.1933,0,0.031,83.27,3.848
1,1.46,34.8412042,136.5383939,29.0,75.223,1.5252,-1.1933,0,0.031,83.27,3.848
1,1.47,34.8412178,136.5383775,29.0,75.215,1.4917,-4.3838,0,0.115,83.26,3.844
1,1.48,34.8412194,136.538379,29.0,75.195,1.4917,-4.3838,0,0.115,83.26,3.844
1,1.49,34.8412238,136.5383828,29.0,75.202,1.4917,-4.3838,0,0.115,83.26,3.844
1,1.5,34.8412349,136.5383696,29.0,74.755,-0.0031,-6.9991,0,0.184,83.13,3.84
1,1.51,34.8412333,136.5383711,29.0,74.78,-0.0031,-6.9991,0,0.184,83.13,3.84
1,1.52,34.8412368,136.5383722,29.0,74.832,-0.0031,-6.9991,0,0.184,83.13,3.84
1,1.53,34.8412508,136.5383519,29.0,74.865,1.4235,-9.1676,0,0.241,83.11,3.836
1,1.54,34.841252,136.5383493,29.0,74.845,1.4235,-9.1676,0,0.241,83.11,3.836
1,1.55,34.8412622,136.5383328,29.0,74.487,1.6492,-8.8594,0,0.233,83.11,3.832
1,1.56,34.8412642,136.5383309,29.0,74.53,1.6492,-8.8594,0,0.233,83.11,3.832
1,1.57,34.8412653,136.5383283,29.0,74.485,1.6492,-8.8594,0,0.233,83.11,3.832
1,1.58,34.841278,136.5383088,29.0,74.023,1.4622,-4.605,0,0.121,83.1,3.828
1,1.59,34.8412759,136.5383061,29.0,74.04,1.4622,-4.605,0,0.121,83.1,3.828
1,1.6,34.8412756,136.5383067,29.0,74.061,1.4622,-4.605,0,0.121,83.1,3.828
1,1.61,34.8412906,136.5382912,29.0,74.155,2.1798,4.404,1,0.0,83.15,3.824
1,1.62,34.8412873,136.5382902,29.0,74.171,2.1798,4.404,1,0.0,83.15,3.824
1,1.6300000000000001,34.8412985,136.5382769,29.0,74.458,1.0819,10.515,1,0.0,83.1,3.82
1,1.6400000000000001,34.8412968,136.5382768,29.0,74.498,1.0819,10.515,1,0.0,83.1,3.82
1,1.6500000000000001,34.8412957,136.5382808,29.0,74.513,1.0819,10.515,1,0.0,83.1,3.82
1,1.6600000000000001,34.8413071,136.5382642,29.0,74.775,1.1657,5.7351,1,0.0,83.07,3.816
1,1.67,34.8413093,136.5382668,29.0,74.749,1.1657,5.7351,1,0.0,83.07,3.816
1,1.68,34.8413101,136.5382677,29.0,74.656,1.1657,5.7351,1,0.0,83.07,3.816
1,1.69,34.8413213,136.5382473,29.0,74.938,0.3064,-4.2225,0,0.111,82.96,3.812
1,1.7,34.8413216,136.5382477,29.0,74.956,0.3064,-4.2225,0,0.111,82.96,3.812
1,1.71,34.8413352,136.538229,29.0,74.349,0.8451,-5.1306,0,0.135,82.9,3.808
1,1.72,34.841331,136.5382296,29.0,74.347,0.8451,-5.1306,0,0.135,82.9,3.808
1,1.73,34.8413334,136.5382284,29.0,74.415,0.8451,-5.1306,0,0.135,82.9,3.808
1,1.74,34.8413419,136.5382127,29.0,74.02,1.0729,0.4069,0,0.0,82.86,3.804
1,1.75,34.8413409,136.5382098,29.0,74.014,1.0729,0.4069,0,0.0,82.86,3.804
1,1.76,34.8413417,136.5382108,29.0,74.037,1.0729,0.4069,0,0.0,82.86,3.804
1,1.77,34.8413538,136.5381971,29.0,74.947,0.859,7.0448,1,0.0,82.81,3.8
1,1.78,34.8413549,136.5382003,29.0,74.93,0.859,7.0448,1,0.0,82.81,3.8
1,1.79,34.8413551,136.5381986,29.0,74.934,0.859,7.0448,1,0.0,82.81,3.8
1,1.8,34.8413642,136.5381809,29.0,74.605,0.4541,5.3663,1,0.0,82.72,3.796
1,1.81,34.8413676,136.5381819,29.0,74.615,0.4541,5.3663,1,0.0,82.72,3.796
1,1.82,34.8413787,136.5381682,29.0,74.958,-0.4174,1.7532,1,0.0,82.62,3.792
1,1.83,34.8413789,136.5381641,29.0,74.969,-0.4174,1.7532,1,0.0,82.62,3.792
1,1.84,34.8413799,136.5381619,29.0,75.041,-0.4174,1.7532,1,0.0,82.62,3.792
1,1.85,34.8413886,136.5381526,29.0,74.96,-0.1615,1.5197,1,0.0,82.51,3.788
1,1.86,34.841393,136.5381516,29.0,74.957,-0.1615,1.5197,1,0.0,82.51,3.788
1,1.87,34.8413897,136.5381462,29.0,74.969,-0.1615,1.5197,1,0.0,82.51,3.788
1,1.8800000000000001,34.8413987,136.5381261,29.0,75.187,-0.4684,1.5778,1,0.0,82.42,3.784
1,1.8900000000000001,34.8413975,136.538119,29.0,75.138,-0.4684,1.5778,1,0.0,82.42,3.784
1,1.9000000000000001,34.8414071,136.5381032,29.0,74.947,0.3333,4.6736,1,0.0,82.32,3.78
1,1.9100000000000001,34.8414058,136.5381064,29.0,74.965,0.3333,4.6736,1,0.0,82.32,3.78
1,1.92,34.8414039,136.5381046,29.0,74.924,0.3333,4.6736,1,0.0,82.32,3.78
1,1.93,34.8414151,136.5380849,29.0,75.136,-0.6982,5.1881,1,0.0,82.26,3.776
1,1.94,34.8414122,136.5380883,29.0,75.179,-0.6982,5.1881,1,0.0,82.26,3.776
1,1.95,34.8414144,136.5380841,29.0,75.291,-0.6982,5.1881,1,0.0,82.26,3.776
1,1.96,34.8414257,136.538063,29.0,75.417,-1.6131,1.7672,1,0.0,82.26,3.772
1,1.97,34.8414246,136.5380636,29.0,75.417,-1.6131,1.7672,1,0.0,82.26,3.772
1,1.98,34.8414333,136.5380429,29.0,75.425,-1.5002,-1.6709,0,0.044,82.26,3.768
1,1.99,34.8414326,136.5380433,29.0,75.348,-1.5002,-1.6709,0,0.044,82.26,3.768
1,2.0,34.8414299,136.5380411,29.0,75.299,-1.5002,-1.6709,0,0.044,82.26,3.768
1,2.0100000000000002,34.8414353,136.5380234,29.0,75.028,-2.0208,-3.032,0,0.08,82.3,3.764
1,2.02,34.8414371,136.5380242,29.0,75.043,-2.0208,-3.032,0,0.08,82.3,3.764
1,2.0300000000000002,34.8414386,136.5380269,29.0,74.996,-2.0208,-3.032,0,0.08,82.3,3.764
1,2.04,34.8414476,136.538009,29.0,75.276,-0.2511,-1.1796,0,0.031,82.2,3.76
1,2.05,34.8414467,136.5380103,29.0,75.317,-0.2511,-1.1796,0,0.031,82.2,3.76
1,2.06,34.8414536,136.5379871,29.0,75.002,-1.6045,8.0177,1,0.0,82.21,3.756
1,2.07,34.841453,136.5379894,29.0,75.013,-1.6045,8.0177,1,0.0,82.21,3.756
1,2.08,34.8414492,136.5379892,29.0,75.074,-1.6045,8.0177,1,0.0,82.21,3.756
1,2.09,34.8414578,136.5379698,29.0,75.346,-2.2975,19.6958,1,0.0,82.27,3.752
1,2.1,34.8414594,136.5379734,29.0,75.361,-2.2975,19.6958,1,0.0,82.27,3.752
1,2.11,34.8414668,136.5379516,29.0,76.447,-2.3293,26.1217,1,0.0,82.34,3.752
1,2.12,34.841471,136.5379558,29.0,76.473,-2.3293,26.1217,1,0.0,82.34,3.752
1,2.13,34.8414686,136.5379599,29.0,76.451,-2.3293,26.1217,1,0.0,82.34,3.752
1,2.14,34.8414742,136.5379415,29.0,77.027,-2.9306,19.8005,1,0.0,82.44,3.748
1,2.15,34.8414747,136.5379383,29.0,77.043,-2.9306,19.8005,1,0.0,82.44,3.748
1,2.16,34.8414754,136.5379321,29.0,77.154,-2.9306,19.8005,1,0.0,82.44,3.748
1,2.17,34.8414783,136.5379153,29.0,77.478,-0.7347,4.805,1,0.0,82.38,3.744
1,2.18,34.8414802,136.5379157,29.0,77.494,-0.7347,4.805,1,0.0,82.38,3.744
1,2.19,34.8414881,136.5378937,29.0,77.558,-1.9652,-8.1932,0,0.216,82.41,3.74
1,2.2,34.8414836,136.5378971,29.0,77.481,-1.9652,-8.1932,0,0.216,82.41,3.74
1,2.21,34.841484,136.5378947,29.0,77.376,-1.9652,-8.1932,0,0.216,82.41,3.74
1,2.22,34.8414896,136.5378734,29.0,76.684,-1.2026,-9.5202,0,0.251,82.38,3.736
1,2.23,34.8414894,136.5378751,29.0,76.726,-1.2026,-9.5202,0,0.251,82.38,3.736
1,2.24,34.8414871,136.5378722,29.0,76.739,-1.2026,-9.5202,0,0.251,82.38,3.736
1,2.25,34.8414962,136.5378521,29.0,76.346,-2.1065,-3.0111,0,0.079,82.43,3.732
1,2.2600000000000002,34.841501,136.5378555,29.0,76.356,-2.1065,-3.0111,0,0.079,82.43,3.732
1,2.27,34.8415091,136.537836,29.0,77.0,-3.5921,1.449,1,0.0,82.6,3.728
1,2.2800000000000002,34.8415045,136.5378394,29.0,76.9,-3.5921,1.449,1,0.0,82.6,3.728
1,2.29,34.8415058,136.5378422,29.0,76.878,-3.5921,1.449,1,0.0,82.6,3.728
1,2.3000000000000003,34.8415124,136.537821,27.48,76.636,-1.8617,-0.5226,0,0.014,82.62,3.728
1,2.31,34.8415104,136.537814,27.48,76.699,-1.8617,-0.5226,0,0.014,82.62,3.728
1,2.32,34.8415194,136.5377911,28.28,76.482,-1.7206,-4.6255,0,0.122,82.64,3.724
1,2.33,34.841522,136.5377936,28.28,76.492,-1.7206,-4.6255,0,0.122,82.64,3.724
1,2.34,34.8415208,136.5377895,28.28,76.454,-1.7206,-4.6255,0,0.122,82.64,3.724
1,2.35,34.8415241,136.5377688,29.08,76.511,-0.0579,-6.3557,0,0.167,82.52,3.72
1,2.36,34.8415204,136.5377703,29.08,76.459,-0.0579,-6.3557,0,0.167,82.52,3.72
1,2.37,34.84152,136.5377748,29.08,76.538,-0.0579,-6.3557,0,0.167,82.52,3.72
1,2.38,34.8415284,136.5377534,29.88,76.273,-1.4391,-7.0965,0,0.187,82.52,3.716
1,2.39,34.8415283,136.5377518,29.88,76.322,-1.4391,-7.0965,0,0.187,82.52,3.716
1,2.4,34.8415356,136.5377321,30.68,76.011,-2.2683,-6.119,0,0.161,82.58,3.712
1,2.41,34.841538,136.5377333,30.68,76.012,-2.2683,-6.119,0,0.161,82.58,3.712
1,2.42,34.8415399,136.5377331,30.68,76.055,-2.2683,-6.119,0,0.161,82.58,3.712
1,2.43,34.8415477,136.5377157,31.49,76.159,-1.3246,-4.2613,0,0.112,82.57,3.708
1,2.44,34.8415501,136.5377134,31.49,76.184,-1.3246,-4.2613,0,0.112,82.57,3.708
1,2.45,34.8415573,136.5376944,32.29,75.992,-1.1331,-4.6586,0,0.123,82.55,3.704
1,2.46,34.8415553,136.5376957,32.29,75.987,-1.1331,-4.6586,0,0.123,82.55,3.704
1,2.47,34.8415548,136.5376946,32.29,75.919,-1.1331,-4.6586,0,0.123,82.55,3.704
1,2.48,34.8415613,136.5376767,33.09,75.78,-0.197,-2.786,0,0.073,82.44,3.7
1,2.49,34.8415574,136.5376769,33.09,75.776,-0.197,-2.786,0,0.073,82.44,3.7
1,2.5,34.8415574,136.5376789,33.09,75.754,-0.197,-2.786,0,0.073,82.44,3.7
1,2.5100000000000002,34.8415697,136.5376598,33.89,75.616,-0.687,2.0455,1,0.0,82.38,3.696
1,2.52,34.8415723,136.5376604,33.89,75.576,-0.687,2.0455,1,0.0,82.38,3.696
1,2.5300000000000002,34.8415828,136.5376392,34.7,76.004,-0.7782,4.7602,1,0.0,82.32,3.692
1,2.54,34.8415835,136.5376372,34.7,76.014,-0.7782,4.7602,1,0.0,82.32,3.692
1,2.5500000000000003,34.8415871,136.5376405,34.7,75.963,-0.7782,4.7602,1,0.0,82.32,3.692
1,2.56,34.8415925,136.5376221,35.5,76.011,-0.4517,6.3683,1,0.0,82.24,3.688
1,2.57,34.8415905,136.5376188,35.5,75.999,-0.4517,6.3683,1,0.0,82.24,3.688
1,2.58,34.8415934,136.5376191,35.5,75.966,-0.4517,6.3683,1,0.0,82.24,3.688
1,2.59,34.8416029,136.5375936,36.31,76.026,-0.3191,6.6905,1,0.0,82.14,3.684
1,2.6,34.8416015,136.5375925,36.31,76.073,-0.3191,6.6905,1,0.0,82.14,3.684
1,2.61,34.8416111,136.537576,37.11,76.439,0.0334,6.5619,1,0.0,82.03,3.68
1,2.62,34.8416102,136.5375759,37.11,76.477,0.0334,6.5619,1,0.0,82.03,3.68
1,2.63,34.8416085,136.5375765,37.11,76.477,0.0334,6.5619,1,0.0,82.03,3.68
1,2.64,34.8416165,136.5375499,37.91,76.593,0.1507,5.9144,1,0.0,81.92,3.676
1,2.65,34.8416177,136.5375498,37.91,76.618,0.1507,5.9144,1,0.0,81.92,3.676
1,2.66,34.8416282,136.5375334,38.71,76.627,0.22,7.5392,1,0.0,81.82,3.672
1,2.67,34.8416319,136.5375355,38.71,76.631,0.22,7.5392,1,0.0,81.82,3.672
1,2.68,34.8416312,136.5375387,38.71,76.615,0.22,7.5392,1,0.0,81.82,3.672
1,2.69,34.8416394,136.5375192,39.51,76.883,-0.024,9.752,1,0.0,81.7,3.668
1,2.7,34.8416427,136.5375191,39.51,76.808,-0.024,9.752,1,0.0,81.7,3.668
